1,1,1,1,1,1,1100.674238,1105.683998,1115.962698,1126.938802,1126.561258,1132.823326,0,605.1719934,0,15234.12587,22.17002903,1223.225996,220.6019231,6667.444512,0,613.2113664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.3553403,0,0,242.7719522,25034.53508,0,605.1719934,0,15234.12587,63.41552532,2927.419866,631.0156488,15956.50188,0,1467.535143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.448446,0,0,694.4311741,37394.2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1619.389087,1622.716139,1649.353997,1663.324291,1662.723074,1683.422148,0,749.6928181,0,23534.3197,24.72304207,1415.858722,340.0335416,10300.14929,0,922.1649881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.2294685,0,0,364.7565836,37722.41499,0,749.6928181,0,23534.3197,70.71820693,3388.427784,972.6410485,24650.2766,0,2206.921793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.966618,0,0,1043.359255,55922.60532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,8677.070023,8764.57035,8708.89414,8821.286683,8818.85347,8731.859542,0,5857.231708,0,41681.69488,74.45109222,4358.334335,615.7548408,18242.62121,0,1082.811838,0,0,0,6949.17788,0,0,0,0,0,0,0,0,0,0,0,2463.287837,0,0,690.205933,80635.15969,0,5857.231708,0,41681.69488,212.9611611,10430.34939,1761.321637,43658.16905,0,2591.381232,0,0,0,16630.75151,0,0,0,0,0,0,0,0,0,0,0,4287.867248,0,0,1974.282798,125137.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,9778.645065,9796.419441,9960.668474,10057.64341,10042.22308,10184.93351,0,3144.513575,0,29113.16936,59.93689037,1934.678098,426.7691913,12741.81682,0,1061.019425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093.461094,0,0,486.7060817,49088.65837,0,3144.513575,0,29113.16936,171.4444931,4630.064369,1220.742024,30493.6657,0,2539.22771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903.39754,0,0,1392.186517,71824.03825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,2487.880243,2495.466882,2529.342036,2552.138255,2551.242604,2576.011852,0,902.6474792,0,7153.372263,13.57939159,1081.621734,105.8265608,3130.781053,0,293.6930168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611.3219997,0,0,119.4059524,13173.43755,0,902.6474792,0,7153.372263,38.84272096,2588.533077,302.7091285,7492.572853,0,702.865027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064.133692,0,0,341.5518494,19904.12439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,7664.239979,7747.959375,7680.464051,7783.203113,7781.126692,7686.01571,0,4074.293431,0,37832.0172,90.07007058,2723.0093,558.7410044,16557.75183,0,1235.01099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539.01816,0,0,648.811075,63961.10091,0,4074.293431,0,37832.0172,257.6379505,6516.695644,1598.237732,39625.94629,0,2955.623673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678.982724,0,0,1855.875683,93683.55896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,3,46066.53959,46154.71365,46917.29085,47370.21699,47302.97607,47957.59343,0,237.3935027,0,2041.305644,28.36931239,516.0003737,31.67499951,893.4081435,0,90.69912778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.6383523,0,0,60.04431189,4070.445144,0,237.3935027,0,2041.305644,81.1480601,1234.890159,90.60401686,2138.100841,0,217.0608126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.6574976,0,0,171.752077,6376.408457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,3,3,3,40980.56806,41053.93093,41471.91483,43063.5287,41992.6723,43546.91508,0,1421.204889,0,3674.404997,73.46817938,2011.423007,60.87228903,1608.158659,0,132.4845686,0,0,0,0,0,0,0,0,0,0,0,0,0,3712.226207,0,1136.836564,24759.07351,31077.09648,24893.41398,44773.83537,0,1421.204889,0,3674.404997,210.1496206,4813.729998,174.1207257,3848.638953,0,317.0615729,0,0,0,0,0,0,0,0,0,0,0,0,0,6008.85596,0,1978.90161,24811.26795,31014.08493,25195.53829,53076.88291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,20532.41315,20669.43506,20737.10991,20965.33466,20958.78471,20951.84667,0,9866.718661,0,5146.883775,63.99015614,3951.14239,83.08826438,2252.611162,0,141.531616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233.146942,0,0,147.0784205,23592.03455,0,9866.718661,0,5146.883775,183.038523,9455.859151,237.6678966,5390.940137,0,338.7129328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887.258926,0,0,420.7064195,34086.37358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,20998.47234,21343.65838,20970.83051,21512.91401,21268.24297,21025.21747,0,9276.604711,0,316.6981611,54.71292489,2231.009425,13.18559999,138.6077176,0,11.07396246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.944654,0,0,67.89852488,13234.93863,0,9276.604711,0,316.6981611,156.5017741,5339.24339,37.71644332,331.7154424,0,26.50216544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194.937677,0,0,194.2182174,17485.70155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
