0.173606667,0.102855594
0.173786461,0.0800125
0.173606667,0.102855594
0.17383621,0.115596473
0.173786461,0.0800125
0.173786461,0.0800125
0.17798403,0.08455282
0.175936381,0.060395525
0.174734269,0.181057158
0.174382249,0.08194661
0.175319566,0.07907847
0.174065468,0.150640046
0.180398779,0.080034315
0.177031667,0.09331242
0.176916678,0.084219783
0.178608938,0.084464669
0.175598447,0.24592137
0.175598447,0.24592137
0.175598447,0.24592137
0.175598447,0.24592137
0.175460034,0.218237203
0.175460034,0.218237203
0.175489384,0.234573779
0.175628345,0.226773562
0.175702568,0.269003813
0.175460034,0.218237203
0.175378345,0.193130868
0.17564516,0.196841906
0.175702568,0.269003813
0.176430434,0.196692785
0.175749269,0.236228893
0.176775342,0.099182865
0.170199144,0.086300274
0.170199144,0.086300274
0.170199144,0.086300274
0.170899075,0.094796427
0.170199144,0.086300274
0.170752272,0.123296358
0.170374395,0.07616363
0.170752272,0.123296358
0.170899075,0.094796427
0.171412534,0.076765331
0.172175776,0.054799418
0.17173387,0.033577877
0.168627534,0.107737648
0.173049543,0.150811918
0.168939783,0.074552877
0.172442021,0.133524669
0.176241655,0.037535765
0.169469703,0.099802169
0.169974258,0.134765422
0.172568288,0.166926553
0.171704521,0.155510468
0.171788196,0.104872386
0.177153242,0.222450331
0.17636226,0.164661073
0.177056747,0.206534692
0.176672089,0.186028642
0.177153242,0.222450331
0.17636226,0.164661073
0.177855263,0.310663025
0.177874452,0.235695833
0.179285046,0.382124886
0.17848089,0.121327808
0.176058253,0.148587489
0.178552158,0.109001039
0.17828484,0.148171906
0.177056747,0.206534692
0.179572785,0.126362934
0.180762774,0.199200548
0.178922249,0.277988459
0.178804897,0.115565354
0.180338916,0.134826895
0.1775379,0.176491655
0.178402568,0.126621358
0.166180331,0.180103527
0.166936895,0.163307991
0.166179703,0.130492432
0.166179703,0.130492432
0.166756849,0.209751701
0.166936895,0.163307991
0.165335833,0.180115457
0.166756849,0.209751701
0.166968699,0.224152352
0.169046541,0.068110708
0.165234178,0.141560422
0.169163801,0.227764954
0.167563721,0.208152374
0.167426027,0.224068253
0.168068767,0.228829977
0.166523025,0.227169224
0.168381804,0.220965811
0.167821678,0.08133032
0.167564715,0.14728863
0.167564715,0.14728863
0.168299669,0.076053687
0.168939783,0.074552877
0.168299669,0.076053687
0.169251016,0.152639954
0.168905114,0.175496758
0.168905114,0.175496758
0.168217489,0.191326826
0.170676804,0.187199829
0.170366918,0.212246963
0.171963721,0.202797215
0.170575765,0.231137386
0.16933589,0.220854532
0.171027546,0.236566313
0.171239247,0.243806998
0.169656689,0.234559897
0.172241667,0.237156164
0.167660742,0.096165913
0.174259452,0.09979476
0.174342021,0.117270114
0.17426661,0.071301632
0.174342021,0.117270114
0.174259452,0.09979476
0.175982511,0.037344041
0.174728288,0.058505765
0.174892397,0.096786347
0.173869966,0.0438804
0.174830925,0.147738265
0.175030514,0.150291541
0.177755023,0.064129144
0.173611849,0.10298613
0.174830925,0.147738265
0.17547161,0.04195097
0.172876393,0.055978037
0.174747683,0.163217683
0.174196644,0.051039646
0.174191039,0.147701621
0.175565742,0.17069847
0.174432443,0.098621461
0.172940651,0.105814338
0.173486655,0.124461313
0.174848904,0.131874589
0.187480263,0.151186804
0.18797274,0.141511884
0.186097146,0.120225628
0.184921724,0.131753242
0.188340468,0.154854566
0.191618082,0.226339749
0.19333903,0.360816119
0.194591587,0.427660103
0.194802215,0.399168516
0.191217854,0.281047397
0.184848014,0.093889646
0.187597432,0.113419475
0.187656998,0.12308726
0.182665342,0.12792605
0.183340822,0.085198162
0.187931005,0.18095637
0.182787865,0.097681473
0.182387968,0.09589895
0.180563231,0.11012718
0.183629064,0.110946564
0.180563231,0.11012718
0.1819654,0.108030068
0.186223459,0.181122865
0.190600491,0.234510445
0.180698048,0.127451689
0.190043185,0.263193836
0.184874018,0.196366701
0.174993162,0.246163505
0.175017283,0.235947112
0.175017283,0.235947112
0.175673276,0.236859829
0.174620731,0.228578379
0.174766804,0.279672671
0.174420171,0.243748436
0.175165731,0.18393089
0.174620731,0.228578379
0.17429121,0.223614053
0.174863527,0.2121796
0.174420171,0.243748436
0.174511393,0.22078395
0.175691804,0.187625046
0.175409178,0.29830887
0.175535263,0.206964692
0.176027557,0.194990217
0.175216952,0.165671564
0.175287215,0.14913089
0.175734372,0.176464384
0.17523097,0.174748368
0.176081427,0.210271678
0.175963356,0.189031005
0.175187283,0.136421427
0.175963356,0.189031005
0.175187283,0.136421427
0.173388699,0.217158322
0.172557831,0.220408459
0.17290726,0.234428664
0.174030114,0.234097705
0.174389338,0.219899795
0.174341427,0.183411735
0.173720731,0.168264418
0.172712911,0.252950947
0.174128505,0.227752991
0.174345913,0.223927477
0.173314635,0.184166416
0.175015662,0.065828071
0.175508379,0.085838699
0.177178242,0.077809269
0.17745387,0.07701774
0.175015662,0.065828071
0.175015662,0.065828071
0.173338345,0.054035833
0.178305354,0.050735011
0.179995685,0.09594129
0.179167694,0.112516027
0.189238151,0.16753468
0.1870671,0.137810388
0.187886838,0.186463242
0.186998881,0.124065582
0.188841507,0.10852121
