9.794323085,10283.5837,28.01593072,10481.97351
14.26277854,15821.19351,40.79762405,16039.25635
27.84546644,28345.48334,79.6498921,29009.2441
18.55281707,19669.89734,53.06894954,19985.9862
4.669035008,4828.587594,13.35542026,4918.403635
25.36992898,25472.77246,72.56878728,25832.29466
2.170166888,1374.745806,6.207595398,1400.253462
886.1574405,3404.373138,896.9124818,3630.135317
5.810546775,3773.672676,16.62062013,4097.718784
2.805625429,613.7335189,8.02526596,774.7543207
3.274153274,647.6410746,9.365455265,855.5701642
5.953628587,4357.630872,17.02990096,4972.32128
1.370973509,139.2196288,3.92155926,181.9032822
2.012315167,909.6705127,5.756074397,995.635646
1.719542131,192.7016894,4.918605826,287.6479307
1.117495942,135.471131,3.19650446,205.6197378
72.60798119,4998.793198,165.3366525,6229.128289
8.712945763,10486.46732,22.51566636,10634.46833
13.23634596,11342.56914,32.97293615,11534.18559
16.17767578,14513.00804,40.48105362,14713.16766
7.628929635,9394.458074,19.86309379,9531.349895
6.005172548,6155.157213,15.28911955,6251.334227
9.471479201,10150.47289,23.84584594,11794.72113
17.73441861,4064.439448,41.23048286,4321.397715
8.375106629,2320.231596,19.34780292,3255.724271
16.11604791,6819.864989,38.42522899,6964.531489
21.61033604,2861.899058,49.80606144,3190.462223
15.29856522,3098.963943,35.57174805,3372.034463
80.42815521,12077.78141,121.1645093,13556.09498
10.65201394,2023.909146,24.29414146,3192.22511
407.4538801,2887.860903,756.415426,3756.55819
17.19854156,1115.984959,39.35269905,1304.218223
785.8235375,7151.304275,1676.617533,8822.28901
5.754206877,6504.422264,16.45946892,6602.321691
5.073607089,4401.170825,14.51265845,4452.167096
0.545974548,767.8077685,1.561721959,1052.322397
2.697407764,3735.342368,7.715735656,3928.232079
551.4329823,2309.623792,560.351288,2562.369922
3.877535905,1482.567141,11.09137984,1928.939915
2.078306361,771.6150261,5.944825386,881.7337698
2.704728686,639.6349464,7.736659048,804.963838
3.04859059,1221.433008,8.720244973,1388.688207
2.882626265,732.0859137,8.245512894,821.8390596
2.337517651,509.1103395,6.68627723,630.7676852
0.787396532,438.3565484,2.252280924,486.0883489
1.110035788,662.9694537,3.17517307,709.832226
2.040718426,513.0217388,5.837310946,670.9299527
2.444387638,1098.144203,6.991971029,1206.762003
3.94210965,3606.20637,11.27607656,5799.173337
2.925322922,665.9493355,8.367653412,746.7016437
3.071166468,1234.995001,8.784829873,1387.67291
3.065077631,4219.407344,8.767407731,4833.149428
3.06089654,965.6529582,8.755444563,1098.076747
2.447003443,746.1199702,6.999457674,864.4233486
1.899818587,1556.737033,5.434286339,1627.849579
4.642180318,4238.423629,13.27860454,4317.091391
1.754592009,1706.50127,5.018878936,2276.125026
1.26934913,958.5227298,3.630871405,1089.028166
4.046450532,9267.209008,11.57454124,15208.51224
5.973963304,2874.387319,17.08804464,3655.390465
1.66857421,5958.197323,4.772823913,9679.398288
